"GeneName","module_name","kTotal","kWithin","kOut","kDiff","is.hub","ME","MM"
"KRT75","grey60",55.1496459719643,41.409530460163,13.7401155118012,27.6694149483618,TRUE,0.991577409569394,0.712005223797219
"C2orf54","grey60",37.8231125881668,24.4630568787426,13.3600557094242,11.1030011693184,TRUE,0.909977250414383,0.761502396528931
"MUCL1","grey60",50.4988203405828,40.4382300726548,10.060590267928,30.3776398047268,TRUE,0.987443992428001,0.803096617352491
"C4orf26","grey60",47.6498689841037,30.5318865328053,17.1179824512984,13.4139040815069,TRUE,0.943944689582803,0.825677290492263
"ZBED2","grey60",32.662112590917,14.1900440830316,18.4720685078854,-4.2820244248538,FALSE,0.82406477237384,0.242708714807869
"SPINK6","grey60",23.6579268525326,10.0594832116055,13.5984436409271,-3.53896042932156,FALSE,0.774997009740096,0.855307687955652
"CALML3","grey60",42.2620691888679,27.7084557691058,14.5536134197621,13.1548423493436,TRUE,0.924164800132144,0.777863114525404
"CALML5","grey60",53.0509265103618,42.439049489045,10.6118770213168,31.8271724677282,TRUE,0.996125792254319,0.855712851458365
"TMEM139","grey60",34.7282243903686,20.8216586790962,13.9065657112724,6.91509296782384,TRUE,0.879997192828437,0.782893691168629
"LGALS7B","grey60",49.3142553778983,39.0093434137004,10.3049119641979,28.7044314495025,TRUE,0.980830496216305,0.650236338098727
"KRT6B","grey60",54.0415388873259,42.941881541666,11.0996573456598,31.8422241960062,TRUE,0.998112072476712,0.825567204155943
"KRT5","grey60",56.0965490486631,37.8443715676442,18.252177481019,19.5921940866252,TRUE,0.976709600154696,0.730495737755737
"AMTN","grey60",53.6630414536505,42.9706864001543,10.6923550534962,32.2783313466581,TRUE,0.998183304615108,0.807610781897044
"IGFL1","grey60",53.6630414536505,42.9706864001543,10.6923550534962,32.2783313466581,TRUE,0.998183304615108,0.807610781897044
"SBK1","grey60",11.4965149601369,1.02213043608345,10.4743845240535,-9.45225408797005,FALSE,0.606689128469634,0.59384003926975
"KRT77","grey60",53.7451758888029,34.2290038934014,19.5161719954015,14.7128318979999,TRUE,0.960280327453427,0.704038199769138
"KRT6A","grey60",53.6630414536505,42.9706864001543,10.6923550534962,32.2783313466581,TRUE,0.998183304615108,0.807610781897044
"SERPINB5","grey60",51.6332177787208,39.7963779452317,11.8368398334892,27.9595381117425,TRUE,0.98525490415723,0.634535063783155
"MIR205HG","grey60",53.6630414536505,42.9706864001543,10.6923550534962,32.2783313466581,TRUE,0.998183304615108,0.807610781897044
"RP3-523K23.2","grey60",41.7332524868146,28.185970398669,13.5472820881456,14.6386883105233,TRUE,0.930605222061528,0.662362156977701
"MIA","grey60",32.6301698623791,6.16272663192356,26.4674432304555,-20.304716598532,FALSE,0.707455990138617,0.0837655260828447
"NDUFAB1","salmon",136.751406250277,15.0629125422275,121.688493708049,-106.625581165822,FALSE,0.863617514271877,0.57307901988959
"CIAPIN1","salmon",438.029506604266,15.4422211553993,422.587285448866,-407.145064293467,FALSE,0.841164635531014,0.464355421700293
"MYLIP","salmon",99.9485379862926,8.45040310643643,91.4981348798562,-83.0477317734198,FALSE,-0.782821996295205,0.486318631367316
"SYT7","salmon",57.9806553639599,4.99115351758573,52.9895018463741,-47.9983483287884,FALSE,-0.672418856189885,0.967647684441201
"CEP68","salmon",84.8489888939248,7.64404064544631,77.2049482484785,-69.5609076030322,FALSE,-0.74313581851722,0.939382101432841
"TTC27","salmon",321.691107242484,9.77538529156141,311.915721950923,-302.140336659362,FALSE,0.751878506348602,0.720016263260622
"GLRX2","salmon",97.0684784938307,7.35639804897831,89.7120804448524,-82.3556823958741,FALSE,0.771978902958195,0.293278697749685
"PIAS1","salmon",475.563865705355,14.6800953626835,460.883770342671,-446.203674979988,FALSE,-0.823071023673747,0.698612460904024
"RPL26L1","salmon",181.230359801583,16.326350218892,164.904009582691,-148.577659363799,FALSE,0.889123774325261,0.14821483197099
"LETMD1","salmon",48.9366536175234,3.83492795377189,45.1017256637515,-41.2667977099796,FALSE,-0.627873405875846,0.282819543780183
"ATP9A","salmon",91.0637545069649,7.91664997543224,83.1471045315327,-75.2304545561004,FALSE,-0.756191020352724,0.429991404460013
"GATB","salmon",258.633265215445,12.5023314597198,246.130933755725,-233.628602296005,FALSE,0.823996316303493,0.467084868283166
"BCAS1","salmon",141.697144712925,8.74430939919315,132.952835313732,-124.208525914539,FALSE,-0.740722217253704,0.542358613148932
"TGFBR3","salmon",81.4200821362817,5.40497426121445,76.0151078750673,-70.6101336138528,FALSE,-0.653057274493467,0.297021813581585
"UFD1L","salmon",91.2123389661183,11.2911818979002,79.9211570682181,-68.6299751703178,FALSE,0.822721030995362,0.690261973756767
"RAP1GAP","salmon",27.9994020774554,1.6366174599243,26.3627846175311,-24.7261671576068,FALSE,0.530608333092326,0.932952667801542
"CBFA2T2","salmon",76.8486651176914,7.26138843502319,69.5872766826682,-62.325888247645,FALSE,-0.7796574137658,0.648024665828939
"ULK2","salmon",144.740236030279,17.0592345834041,127.681001446874,-110.62176686347,FALSE,-0.886330246822426,0.857940032494047
"PTHLH","salmon",119.863391006146,8.76853570272576,111.09485530342,-102.326319600694,FALSE,0.741903091251576,0.453459428621562
"MRPS33","salmon",107.625931168553,7.85104930646742,99.7748818620858,-91.9238325556184,FALSE,0.742056121290999,0.962484947057573
"FH","salmon",242.0530544774,13.190002779076,228.863051698324,-215.673048919248,FALSE,0.875889153192277,0.101072467121248
"DHPS","salmon",140.454626070069,13.2238574172676,127.230768652801,-114.006911235534,FALSE,0.819034485853535,0.932282324394896
"HIRA","salmon",127.476059465687,5.6630347002492,121.813024765438,-116.149990065189,FALSE,0.662204305957205,0.291575044611737
"ARHGAP5","salmon",313.224368383495,10.7843631406995,302.440005242796,-291.655642102096,FALSE,-0.791641704628653,0.827569043725239
"NDUFAF5","salmon",87.5595686559316,10.6218516320511,76.9377170238806,-66.3158653918295,FALSE,0.783986360554939,0.785853282670628
"CDK5RAP1","salmon",228.788523145246,16.3104225503944,212.478100594852,-196.167678044457,FALSE,0.846516538110235,0.633743689810776
"EEA1","salmon",112.147944901166,12.546738753024,99.6012061481416,-87.0544673951176,FALSE,-0.795003264931634,0.459361732682323
"HMOX2","salmon",76.3413108226744,4.31834467106982,72.0229661516046,-67.7046214805348,FALSE,0.652772328386221,0.518068781509345
"CHCHD2","salmon",245.975393085158,22.5950299277599,223.380363157398,-200.785333229638,FALSE,0.91773176115279,0.603262062518127
"PSMA2","salmon",137.133288461512,16.3542891903414,120.778999271171,-104.424710080829,FALSE,0.855027003720091,0.445482965934656
"FBXL20","salmon",68.4530385937562,5.22461575209304,63.2284228416632,-58.0038070895702,FALSE,-0.67564680232434,0.815057430465532
"PSMD3","salmon",84.9607033089676,8.66933746233148,76.2913658466361,-67.6220283843046,FALSE,0.790224869506612,0.386835253974377
"TRIM16L","salmon",114.637251494795,6.11705824782568,108.52019324697,-102.403134999144,FALSE,-0.695758377955216,0.439097838939977
"LRRC59","salmon",138.663042055994,6.41911959899033,132.243922457003,-125.824802858013,FALSE,0.693634542629067,0.2506637441808
"SLC9A3R1","salmon",133.668303762091,5.78103817866094,127.88726558343,-122.106227404769,FALSE,-0.629099683972561,0.771504364270039
"VPS29","salmon",195.621636532705,11.2009132310099,184.420723301695,-173.219810070685,FALSE,0.823790543637237,0.280976632108676
"SPCS1","salmon",119.409587464376,13.7447793886781,105.664808075698,-91.9200286870201,FALSE,0.852322910576565,0.797694354358821
"PRPF3","salmon",146.529454426319,8.35372068985727,138.175733736461,-129.822013046604,FALSE,0.786144235877085,0.296017851483026
"UCHL3","salmon",60.1871596689718,4.85491775583846,55.3322419131333,-50.4773241572949,FALSE,0.726765313453124,0.412459781129494
"EIF2B2","salmon",199.198543115599,16.9796315098894,182.21891160571,-165.23928009582,FALSE,0.88156354519969,0.802905206000618
"ENY2","salmon",93.3131381754126,11.127207316384,82.1859308590286,-71.0587235426446,FALSE,0.780405870682363,0.505790149622295
"SLC35B1","salmon",95.9151223855664,10.4972395109312,85.4178828746353,-74.9206433637041,FALSE,0.799757231975304,0.697615446278599
"SPRYD7","salmon",208.467222499937,9.49480897563149,198.972413524306,-189.477604548674,FALSE,0.781941476414088,0.628336937904147
"EBPL","salmon",190.994449072404,10.5619333390448,180.43251573336,-169.870582394315,FALSE,0.760270001146071,0.841922523611449
"SNRPC","salmon",204.459539553215,19.3941379755788,185.065401577637,-165.671263602058,FALSE,0.903581273446499,0.987959510939854
"PSMA1","salmon",178.52312845811,11.2682296765169,167.254898781593,-155.986669105076,FALSE,0.847594184661953,0.24131744221027
"PLXNA3","salmon",143.935113441226,4.8203558567866,139.114757584439,-134.294401727652,FALSE,-0.642214624875407,0.233254944989076
"IMMT","salmon",94.7432816644187,12.4623888815193,82.2808927828994,-69.81850390138,FALSE,0.825970654191357,0.709275374187514
"IER3IP1","salmon",93.8528760143735,7.05148114477449,86.801394869599,-79.7499137248245,FALSE,0.694098705465938,0.495278211818275
"THUMPD3","salmon",77.7015807790978,5.66250448385398,72.0390762952438,-66.3765718113899,FALSE,0.678637933995964,0.778966853931304
"ROCK2","salmon",196.179296842566,12.2952955548164,183.88400128775,-171.588705732934,FALSE,-0.815342820707626,0.383389694014286
"KIAA1614","salmon",146.621452408603,7.00764570724777,139.613806701355,-132.606160994107,FALSE,-0.748585080556704,0.301490472839832
"DNAJB2","salmon",330.645760703379,9.54967047539633,321.096090227983,-311.546419752587,FALSE,-0.669345889357825,0.875330045152598
"MRPS9","salmon",74.8620373954383,7.05084946300276,67.8111879324355,-60.7603384694327,FALSE,0.713458845538685,0.432983824033677
"ARHGEF4","salmon",202.96318463828,6.66408697808007,196.2990976602,-189.63501068212,FALSE,-0.601940903833674,0.352328619162797
"MTHFS","salmon",177.996641245169,10.9118852935752,167.084755951594,-156.172870658019,FALSE,0.808578179073027,0.467457394190789
"DNAJB5","salmon",105.011946502574,5.58265290658456,99.4292935959899,-93.8466406894053,FALSE,0.668122558458577,0.778615756056581
"ZSCAN9","salmon",188.101386181998,15.153268475072,172.948117706926,-157.794849231854,FALSE,0.872706640337244,0.954148727163425
"NDUFAF1","salmon",94.6167514709635,13.01520742327,81.6015440476936,-68.5863366244236,FALSE,0.834555922659814,0.968933787956198
"ANP32A","salmon",328.72559450522,18.4222710178053,310.303323487414,-291.881052469609,FALSE,0.871098719763331,0.955846770346009
"WDR61","salmon",144.210746066555,16.6338546031956,127.57689146336,-110.943036860164,FALSE,0.888909021924849,0.758649650337062
"TIMM29","salmon",299.232278721705,9.64202809900572,289.590250622699,-279.948222523693,FALSE,0.762835616803442,0.401021051153075
"MRPL9","salmon",115.860976138459,14.2510626262713,101.609913512187,-87.3588508859158,FALSE,0.862695035391971,0.739389477429143
"TATDN1","salmon",154.28185753271,6.32680545895321,147.955052073757,-141.628246614803,FALSE,0.727012596478277,0.638885300923409
"CAMK2G","salmon",220.608007192069,8.88134455820639,211.726662633863,-202.845318075656,FALSE,-0.723857476074942,0.585847129728705
"ADM","salmon",76.1919473446925,9.4413890971604,66.7505582475321,-57.3091691503717,FALSE,-0.788583013339925,0.743694277292939
"HIKESHI","salmon",152.587789565291,10.9362690792291,141.651520486062,-130.715251406833,FALSE,0.815972954205213,0.514377707124321
"PTS","salmon",341.998022048653,11.623239145422,330.37478290323,-318.751543757808,FALSE,0.826804670118997,0.106780818420442
"INO80C","salmon",98.6841243180858,6.97176397206367,91.7123603460221,-84.7405963739585,FALSE,0.602650187651145,0.126836859486832
"LGI4","salmon",271.305153827766,13.4043443551943,257.900809472572,-244.496465117378,FALSE,-0.403592613297714,0.370237619364513
"ADAMTS5","salmon",136.269530862296,4.90369327640584,131.36583758589,-126.462144309484,FALSE,-0.703213338779945,0.647155489004228
"AIFM1","salmon",134.21557151854,16.1650292113313,118.050542307208,-101.885513095877,FALSE,0.852667227855734,0.660917645447305
"MITD1","salmon",195.73693368401,7.46259587840689,188.274337805603,-180.811741927196,FALSE,0.734147898091277,0.134854211663048
"TAGLN2","salmon",242.649088749997,10.6561571103506,231.992931639647,-221.336774529296,FALSE,0.815100453595017,0.884255188684618
"LRWD1","salmon",118.324965216888,9.23959655168889,109.085368665199,-99.8457721135102,FALSE,0.771710839227429,0.36969013029176
"SUCLG1","salmon",119.658267523286,9.86165193805164,109.796615585235,-99.9349636471829,FALSE,0.793839563022265,0.140552863014451
"C8orf48","salmon",93.6658935270659,8.70115429171529,84.9647392353506,-76.2635849436353,FALSE,0.736173250214118,0.338422005747869
"BMS1","salmon",238.128425050131,23.5240249130484,214.604400137083,-191.080375224035,FALSE,0.94789794365326,0.959853606262288
"PKIG","salmon",258.52061333112,11.6410861971757,246.879527133945,-235.238440936769,FALSE,-0.801548154718856,0.604312476135364
"MT1E","salmon",63.2507025374597,6.44270380498724,56.8079987324724,-50.3652949274852,FALSE,0.67614182758629,0.588255203077322
"MACROD2","salmon",102.089139985208,6.28684917907857,95.8022908061299,-89.5154416270513,FALSE,-0.694187006084704,0.562381264902642
"RCAN2","salmon",213.156909838552,7.68224287534636,205.474666963205,-197.792424087859,FALSE,-0.708388898893083,0.970696771114655
"TRMT112","salmon",149.713774168406,7.76046201568225,141.953312152724,-134.192850137042,FALSE,0.910701359185835,0.345244244412959
"PARP14","salmon",121.588755537974,7.55727658931644,114.031478948657,-106.474202359341,FALSE,-0.716607102184279,0.942316322836224
"GNG5","salmon",102.717313937827,12.8746353459935,89.842678591833,-76.9680432458396,FALSE,0.836636239457668,0.707216415496745
"CYB561D1","salmon",88.268224809277,5.51287050701317,82.7553543022639,-77.2424837952507,FALSE,-0.748917218799132,0.142511027468678
"CTU2","salmon",270.052415236241,14.5888818892576,255.463533346984,-240.874651457726,FALSE,0.818456252470531,0.511161325957353
"PSMD2","salmon",232.742181528383,13.8166927792395,218.925488749143,-205.108795969904,FALSE,0.837482863466363,0.754488195082876
"CASC2","salmon",87.4589146192365,7.15652929183809,80.3023853273985,-73.1458560355604,FALSE,-0.721323211603741,0.621535212317807
"NDUFV2","salmon",141.250045773722,13.3546554695114,127.895390304211,-114.5407348347,FALSE,0.851787258280522,0.331232467445387
"COX5A","salmon",226.703927704696,21.884411005474,204.819516699222,-182.935105693748,FALSE,0.919003895267928,0.396601442447463
"FARSA","salmon",212.519164508984,22.1989960173021,190.320168491682,-168.12117247438,FALSE,0.926856990156905,0.664139356517192
"DNHD1","salmon",229.572828049741,9.98182358342983,219.591004466311,-209.609180882882,FALSE,-0.786800045948068,0.947023887767323
"AKAP5","salmon",70.751887140288,3.89679959839007,66.8550875418979,-62.9582879435079,FALSE,0.527285449601368,0.11996539626252
"COA4","salmon",166.397052694578,11.8914363733154,154.505616321262,-142.614179947947,FALSE,0.795777387259556,0.313527329862636
"NDUFA6","salmon",88.3299569433009,11.2771266833174,77.0528302599836,-65.7757035766662,FALSE,0.818872528313543,0.48763416362229
"PPARA","salmon",141.703527512091,12.8479047318483,128.855622780243,-116.007718048394,FALSE,-0.82427211734424,0.439623150180336
"TMEM221","salmon",179.074125406914,8.64661039321846,170.427515013695,-161.780904620477,FALSE,-0.753143086396772,0.881529687609536
"CERKL","salmon",75.334615038185,8.06158204064321,67.2730329975418,-59.2114509568986,FALSE,-0.759722643551592,0.535929604318897
"NOC2L","salmon",107.360435617692,13.7790214426921,93.5814141750001,-79.802392732308,FALSE,0.85007010537474,0.845487984100228
"IPO4","salmon",79.820596822312,4.90180651909072,74.9187903032213,-70.0169837841305,FALSE,0.66332250559794,0.642904570223632
"SCN8A","salmon",124.879300936356,7.29113550487038,117.588165431486,-110.297029926615,FALSE,-0.774226789979278,0.4855283021028
"CXorf40B","salmon",116.311453082739,9.1947282519585,107.116724830781,-97.921996578822,FALSE,0.765956631727336,0.852213467875014
"SARNP","salmon",264.236153189458,10.8452773229623,253.390875866495,-242.545598543533,FALSE,0.779502700752811,0.42450001846455
"CLIC1","salmon",258.532813362769,13.1803011283388,245.35251223443,-232.172211106091,FALSE,0.837590756448994,0.185617170536451
"GTF2H4","salmon",78.1930322889471,9.01234147857397,69.1806908103731,-60.1683493317991,FALSE,0.758502256308109,0.336511024511284
"H2AFZP3","salmon",99.6144318962347,9.60200840648959,90.0124234897451,-80.4104150832555,FALSE,0.76093412342442,0.844390043362111
"OSER1-AS1","salmon",157.554891901059,12.2316325202871,145.323259380772,-133.091626860485,FALSE,-0.852595658752887,0.467506855571629
"AC011239.1","salmon",96.3712190054087,7.32883201381371,89.042386991595,-81.7135549777813,FALSE,-0.757486591702279,0.44824365227383
"SNRPGP15","salmon",79.5994817106211,6.18444604487872,73.4150356657424,-67.2305896208637,FALSE,0.743385006063633,0.967842901116036
"NOL7","salmon",228.425858492966,19.667596629143,208.758261863823,-189.09066523468,FALSE,0.92013587901338,0.494639948690478
"AC144525.1","salmon",138.994822989676,12.0161129526906,126.978710036985,-114.962597084295,FALSE,-0.812302336574771,0.575465514180363
"EMX2OS","salmon",277.465154917085,15.889293872533,261.575861044552,-245.686567172019,FALSE,-0.861866456275959,0.649104435800129
"AC092580.3","salmon",208.001595200476,8.50061656875128,199.500978631724,-191.000362062973,FALSE,-0.761047047771533,0.298475384379337
"SNRPGP10","salmon",156.267818341946,16.0428270283395,140.224991313606,-124.182164285267,FALSE,0.877040371466306,0.815036788890568
"NDUFA6-AS1","salmon",76.0336771646869,8.32446791817415,67.7092092465127,-59.3847413283386,FALSE,-0.737552735308795,0.754644831980877
"SMKR1","salmon",137.492007684153,10.5283641950683,126.963643489084,-116.435279294016,FALSE,-0.776894016083802,0.744246153141926
"TWF2","salmon",366.840043905701,19.0558955161644,347.784148389537,-328.728252873373,FALSE,0.886655031970413,0.764515248757449
"LINC01094","salmon",388.829719631844,20.9523453078351,367.877374324009,-346.925029016173,FALSE,-0.899355516417317,0.981984063908038
"RP11-351I24.1","salmon",79.3183463625429,7.58736277802978,71.7309835845132,-64.1436208064834,FALSE,-0.755945828728467,0.424269834584748
"PPIAP6","salmon",111.56355341989,7.89484537426711,103.668708045623,-95.7738626713555,FALSE,0.779381454406101,0.759948199757896
"RP11-66B24.4","salmon",153.697354489196,8.49258407347989,145.204770415716,-136.712186342236,FALSE,-0.732413357107287,0.6497054017618
"UBBP4","salmon",108.01053125751,10.4716954013259,97.5388358561842,-87.0671404548583,FALSE,0.801383467450688,0.737353914722484
"DYNLL2","salmon",171.758632963144,12.6600940856466,159.098538877498,-146.438444791851,FALSE,-0.837632863238954,0.650915096707622
"LRRC37A16P","salmon",202.765710077516,12.4862097187188,190.279500358797,-177.793290640078,FALSE,-0.858509736915183,0.0994083024522233
"RP11-824M15.3","salmon",93.6076484698078,9.235168425411,84.3724800443968,-75.1373116189858,FALSE,-0.774798546798857,0.2671237133047
"RP1-197B17.7","salmon",65.5113670430402,7.17881488351126,58.332552159529,-51.1537372760177,FALSE,-0.771027208897663,0.329279644801979
"C1orf112","blue",785.254091600787,313.327143728706,471.926947872082,-158.599804143376,FALSE,0.899129725942198,0.00735297574001978
"STPG1","blue",369.893089532538,212.509950139447,157.383139393091,55.1268107463554,TRUE,0.837220293134277,0.12260561040026
"NIPAL3","blue",67.7441121618324,19.3935882043464,48.350523957486,-28.9569357531397,FALSE,0.429507563128279,0.582966827670007
"RAD52","blue",23.8375509350025,5.48187437599976,18.3556765590027,-12.8738021830029,FALSE,0.278790334784415,0.64144924813459
"CASP10","blue",21.511418413929,4.56027539797757,16.9511430159515,-12.3908676179739,FALSE,-0.192272697158106,0.864878554131263
"RBM5","blue",44.7267524586459,16.6005902951644,28.1261621634814,-11.525571868317,FALSE,0.352933815975517,0.817609780604543
"MTMR7","blue",84.8848421924004,38.4566473880004,46.4281948043999,-7.97154741639953,FALSE,-0.56483918352515,0.194654178603884
"ARF5","blue",637.818278290708,231.154346500527,406.663931790182,-175.509585289655,FALSE,-0.814423510607573,0.285313919193136
"SARM1","blue",62.2235305515688,32.3500732488818,29.873457302687,2.47661594619483,TRUE,-0.453597958311857,0.421248750831857
"PLXND1","blue",94.8927929664483,47.5785764289191,47.3142165375292,0.264359891389958,TRUE,-0.614783733817968,0.803117714669848
"HSPB6","blue",90.2168006010499,26.323285145889,63.893515455161,-37.570230309272,FALSE,-0.581885986316024,0.264892065049777
"ARHGAP33","blue",450.241026177883,231.830371843998,218.410654333885,13.4197175101131,TRUE,0.865545896203195,0.375410976857798
"SLC25A13","blue",680.033642447665,236.911716689005,443.12192575866,-206.210209069655,FALSE,0.855718887579192,0.0808978033234051
"CDC27","blue",1110.04220555848,244.837503958021,865.204701600463,-620.367197642443,FALSE,0.824793922003691,0.0268427766429593
"LIG3","blue",597.978413638888,189.770543649254,408.207869989634,-218.43732634038,FALSE,0.775076252102757,0.0215869199310905
"AC004381.6","blue",151.808882097993,95.908789117305,55.9000929806876,40.0086961366174,TRUE,0.780720746633422,0.0872096416510728
"COPZ2","blue",373.914407025056,134.616105772119,239.298301252937,-104.682195480818,FALSE,-0.728136971217276,0.0197473959431159
"MSL3","blue",69.4268784830531,14.9497663020536,54.4771121809994,-39.5273458789458,FALSE,0.598185762770555,0.947150593735351
"SOX8","blue",69.1510699431519,17.5294002535559,51.621669689596,-34.0922694360401,FALSE,-0.371797775882924,0.451706039530961
"MYCBP2","blue",911.026072622466,227.307116079266,683.7189565432,-456.411840463934,FALSE,-0.802418301186907,0.00408862640405774
"ITGA2B","blue",39.7596717640895,15.3264626560647,24.4332091080248,-9.10674645196006,FALSE,-0.320664075615144,0.660278513662843
"CX3CL1","blue",12.6013705915203,2.97867445834601,9.6226961331743,-6.64402167482829,FALSE,0.0976764791266437,0.52121607590353
"SPATA20","blue",38.1576872457539,11.6421467480195,26.5155404977344,-14.8733937497148,FALSE,-0.460822956290283,0.567806959281395
"CACNA1G","blue",42.8241399436619,8.41872674555254,34.4054131981093,-25.9866864525568,FALSE,-0.185843511476681,0.224757489009189
"ETV1","blue",62.2567633247444,23.7017638116491,38.5549995130953,-14.8532357014463,FALSE,0.401450440536694,0.168857386859331
"DBF4","blue",685.986629423987,357.625898470277,328.36073095371,29.265167516567,TRUE,0.933386850442687,0.0433900042316723
"ELAC2","blue",231.065565269036,16.0909226867356,214.974642582301,-198.883719895565,FALSE,0.736622748192327,0.00821473661679325
"TRAPPC6A","blue",1135.45346010048,427.588279839872,707.865180260608,-280.276900420736,FALSE,-0.935945385732431,0.0049099336191632
